timestamp,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
14:46:37.815,0.0,0.0,0.0,-4.53,-0.12,0.17
14:46:37.822,-0.0,0.0,-0.0,-4.59,-0.09,0.04
14:46:37.829,-0.0,-0.0,0.0,-4.63,-0.12,-0.03
14:46:37.836,0.0,0.02,0.01,-4.6,-0.11,0.14
14:46:37.844,-0.0,0.01,0.01,-4.65,0.11,0.15
14:46:37.851,0.01,-0.0,0.0,-4.73,0.08,-0.02
14:46:37.858,-0.0,-0.0,0.01,-4.52,-0.09,0.02
14:46:37.865,0.0,0.0,0.0,-4.6,-0.0,0.17
14:46:37.873,0.0,0.01,0.01,-4.51,-0.13,0.23
14:46:37.880,-0.0,-0.0,0.0,-4.56,-0.08,0.28
14:46:37.887,0.0,-0.0,0.0,-4.73,-0.08,0.2
14:46:37.895,-0.0,0.0,0.0,-4.58,0.01,0.22
14:46:37.902,-0.0,0.0,-0.0,-4.52,-0.16,0.14
14:46:37.910,-0.0,0.0,0.01,-4.57,-0.12,0.07
14:46:37.917,-0.0,0.0,-0.0,-4.36,0.02,0.03
14:46:37.924,-0.0,-0.0,0.0,-4.53,0.01,0.08
14:46:37.931,-0.0,0.0,-0.02,-4.72,0.02,0.05
14:46:37.939,-0.0,0.0,-0.01,-4.67,-0.06,0.01
14:46:37.946,0.0,0.01,0.01,-4.58,-0.19,0.12
14:46:37.953,0.0,0.0,-0.01,-4.6,-0.08,0.23
14:46:37.961,0.0,-0.0,0.0,-4.53,-0.11,0.01
14:46:37.968,0.0,0.0,0.0,-4.53,-0.08,0.2
14:46:37.975,0.0,0.0,-0.02,-4.59,-0.11,0.21
14:46:37.982,-0.0,0.0,-0.0,-4.73,-0.07,0.15
14:46:37.990,0.0,0.0,-0.0,-4.47,-0.02,-0.03
14:46:37.997,-0.0,0.0,-0.0,-4.42,0.02,0.08
14:46:38.004,-0.0,0.0,0.01,-4.5,-0.02,0.2
14:46:38.012,-0.0,0.0,0.0,-4.79,-0.15,0.13
14:46:38.019,-0.0,0.0,0.0,-4.63,-0.27,0.46
14:46:38.026,-0.01,0.0,0.0,-4.73,-0.2,0.31
14:46:38.033,-0.01,0.0,-0.0,-4.6,-0.47,0.25
14:46:38.041,-0.01,-0.0,0.01,-4.73,-0.28,0.53
